No.,Canonical SMILES,Toxicity Value,Category
2997,C=CC(=O)OCCOCCOCCOC(=O)C=C,699.9999992,0
2998,Nc1nc2cc(F)ccc2o1,700.0092023,0
2999,CCCC(=O)c1ccc(N)cc1,132.9999999,0
3000,N#Cc1cc(I)c(O)c(I)c1,202.4910467,0
3001,N#Cc1cc(Br)c(O)c(Br)c1,104.878991,0
3002,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,244.9975689,0
3003,CCC(OC(N)=O)c1ccccc1Cl,839.9842753,0
3004,Clc1ccc2c(c1)C(c1ccccc1)=NCCN2,1339.968684,0
3005,CCN(CC)C(=O)c1ccccc1,779.9691947,0
3006,Nc1cnn(-c2ccccc2)c(=O)c1Cl,597.9811148,0
3007,Cc1ncc2cscc2c1O,262.9888568,0
3008,O=C(O)c1nc(Cl)ccc1Cl,4999.973962,1
3009,CCOC(=O)Oc1c(OC)cc(C(=O)N2CCOCC2)cc1OC,6459.92385,1
3010,CCOC(=O)Oc1c(OC)cc(C(=O)N2CCCCC2)cc1OC,4000.331981,1
3011,CCOC(=O)Oc1c(OC)cc(C(=O)N2CCCC2)cc1OC,1849.971394,0
3012,COc1cc(C=CC(=O)N2CCOCC2)cc(OC)c1OC,409.9919956,0
3013,COc1cc(C=CC(=O)N2CCCC2)cc(OC)c1OC,1399.966363,0
3014,COc1cc(C=CC(=O)N2CCN(C)CC2)cc(OC)c1OC,1350.046351,0
3015,CCOC(=O)Oc1c(OC)cc(C(=O)N2CCN(C)CC2)cc1OC,2500.092226,1
3016,CN(C)c1cccc(C(=O)N2CCOCC2)c1,6459.751856,1
3017,CN(C)c1cccc(C(=O)N2CCCCC2)c1,1599.951791,0
3018,CN(C)c1cccc(C(=O)N2CCCC2)c1,2499.885479,1
3019,CN(C)c1ccc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,659.9768317,0
3020,CC(=O)Nc1nnc(-c2ccc([N+](=O)[O-])o2)[nH]1,6399.865082,1
3021,Oc1ccc(O)c(Cc2ccccc2)c1,499.9825203,0
3022,O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,3899.931891,1
3023,CN1C(=O)c2cccc3cccc1c23,1499.999999,0
3024,Cc1cccc(C(=O)Cl)c1,1859.92781,0
3025,CCCCOC(=O)COc1ccc(Cl)cc1C,611.9785455,0
3026,COP(=S)(OC)Oc1ccc(S(=O)(=O)NC(C)C)cc1,75.00552478,0
3027,CCNS(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1,49.99262329,-1
3028,CCP(=O)(c1ccccc1)c1ccccc1,1639.950141,0
3029,CCN(CC)CCOc1ccc2c(c1)C(=O)c1ccccc1-2,400.0243756,0
3030,C1NNCN2CNNCN12,366.9949094,0
3031,O=c1[nH]c2cc(Cl)c(O)cc2o1,2499.919164,1
3032,Nc1nc2cc(Cl)c(O)cc2o1,959.9895989,0
3033,CC1(C)COC(C=Cc2ccc(Cl)cc2)=N1,2724.953759,1
3034,Oc1ccc(Nc2ccc(O)cc2)cc1,379.9905582,0
3035,CN(C)CCNN,1510.014635,0
3036,CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,88.99028601,0
3037,C=Cc1scnc1C,399.9808302,0
3038,O=C(NC1CCCCC1)c1ccccc1,779.9808158,0
3039,CN(C)CCC1=C(c2ccc(F)cc2)Cc2ccccc21,200.0184807,0
3040,Cc1nc2ccccc2c(=O)n1-c1cccc(Cl)c1Cl,2220.261894,1
3041,Cc1cc(F)ccc1-n1c(C)nc2ccccc2c1=O,434.9821652,0
3042,Cc1nc(=O)c2ccccc2[nH]1,858.9678233,0
3043,Cc1nc2ccccc2c(=O)n1C,199.9965558,0
3044,O=C(O)CCC1(Cc2ccc(Cl)cc2)CCCCC1=O,749.9796449,0
3045,NC(C=O)C(O)C(O)C(O)CO,14999.83258,1
3046,Cc1ccccc1-n1c(C=Cc2ccncc2)nc2ccccc2c1=O,300.0017679,0
3047,CCN(CC)CCn1c(Cc2ccccc2)nc2ccccc2c1=O,299.9543899,0
3048,Cc1ccccc1-n1c(CC(O)C(Cl)(Cl)Cl)nc2ccccc2c1=O,170.0047023,0
3049,Cc1ccccc1N1C(=O)c2ccccc2NC1C,1499.958387,0
3050,CC(C)NP1(=O)OCc2ccccc2O1,49.99999997,-1
3051,CCCNP1(=O)OCc2ccccc2O1,49.99999997,-1
3052,CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,100.011841,0
3053,OCc1ccc(Cl)cc1Cl,2299.87008,1
3054,O=C1C(=C(O)c2ccccc2)C(=O)c2ccccc21,349.9958043,0
3055,O=C1c2ccccc2C(=O)C1c1cccc2ccccc12,899.9900838,0
3056,O=c1oc2ccccc2c(O)c1-c1ccccc1,249.9979011,0
3057,Cc1ccc(Cl)cc1-n1c(C)nc2ccccc2c1=O,836.6423969,0
3058,Cc1cccc(C)c1-n1c(C)nc2ccccc2c1=O,199.993947,0
3059,Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,646.1982936,0
3060,Cc1nc2ccccc2c(=O)n1-c1ccccc1N,1599.942697,0
3061,Cc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1C(F)(F)F,479.9912313,0
3062,Cc1nc2ccccc2c(=O)n1-c1cccc(F)c1,639.9899316,0
3063,Cc1cccc(Cl)c1-n1c(C)nc2ccccc2c1=O,2449.948373,1
3064,Cc1nc2ccccc2c(=O)n1-c1ccccc1[N+](=O)[O-],1099.996089,0
3065,Cc1nc2ccccc2c(=O)n1-c1ccc([N+](=O)[O-])cc1,499.9982222,0
3066,Cc1nc2ccccc2c(=O)n1-c1ccccc1O,1279.984779,0
3067,CC(=O)Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,4999.927333,1
3068,C=CC[Ge](CC)(CC)CC,770.0421674,0
3069,Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,519.9326191,0
3070,O=C1c2ccccc2C(=O)C1(c1ccccc1)C1(c2ccccc2)C(=O)c2ccccc2C1=O,3200.216964,1
3071,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC,19998.31591,1
3072,CC(C)O[PH](=O)OC(C)C,1580.363752,0
3073,CC(=O)C#Cc1ccccc1,999.9791928,0
3074,Cc1cc(C(C)c2ccccc2)c(O)c(C(C)c2ccccc2)c1,4299.402106,1
3075,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1,900.0456873,0
3076,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,2000.00614,1
3077,O=C1CNC(c2ccccc2)c2cc(Cl)ccc2N1,1399.974333,0
3078,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,318.0396979,0
3079,OCCOCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,588.0195349,0
3080,O=C(CCN1CCCCC1)c1ccc(F)cc1,349.9970253,0
3081,CCN(CC)C(=O)CSc1ccc(Cl)nn1,1149.991146,0
3082,CCC(=O)c1ccc(OC)c(OC)c1,1520.000001,0
3083,N#Cc1c(F)c(F)c(C#N)c(F)c1F,55.99888054,0
3084,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,449.9873279,0
3085,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,9998.650101,1
3086,CCCCCCCCCCCCCCCCCN,1450.056754,0
3087,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,12998.56634,1
3088,CCOC(=S)SSSSC(=S)OCC,274.9587336,0
3089,CCOC(=S)SSSC(=S)OCC,140.0107112,0
3090,O=C(O)CCCCCCCCCCCl,4999.773488,1
3091,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4999.970176,1
3092,Cc1nc(NCc2ccccc2)c2cc[nH]c2n1,87.99852288,0
3093,CC(C)(C)NCCCCN,1279.982255,0
3094,CCCC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)CCC)c(O)c(C)c2OC)c1O,250.0022396,0
3095,C=C(CCl)CCl,249.9839995,0
3096,O=C(Cl)C(c1ccccc1)c1ccccc1,4699.918511,1
3097,N#CCCCCCCCCC#N,164.997991,0
3098,CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,3499.950281,1
3099,Nc1ncnc2c1ncn2C1(CO)OC(CO)C(O)C1O,12.99995626,-1
3100,CCOCC(O)CO,9350.155641,1
3101,Clc1ccccc1CNCC12CCC(CNCc3ccccc3Cl)(CC1)CC2,845.9513596,0
3102,Cc1cc(C)c(O)c(C(C)(C)C)c1,529.9851347,0
3103,COC(=O)Nc1ccc(S(=O)(=O)NN)cc1,349.9999997,0
3104,CC(N)Cc1cccc(C(F)(F)F)c1,299.9896654,0
3105,CN(C)CCCC1c2ccccc2CSc2ccccc21,290.0321714,0
3106,CC1=CC2C(CC1)C(C)(O)CCCC2(C)C,264.9976167,0
3107,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,346.9847547,0
3108,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,740.3552618,0
3109,N#Cc1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl,299.9842056,0
3110,N#Cc1cc(Cl)c(C#N)cc1Cl,299.9939095,0
3111,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,3699.805199,1
3112,N#Cc1ccc(C#N)c(Cl)c1,299.9833928,0
3113,N#Cc1cc(F)c(C#N)cc1F,55.99863507,0
3114,N#Cc1ccc(C#N)c(F)c1,299.991788,0
3115,Cc1nc2ccccc2c(=O)n1-c1ccc(F)cc1,449.9929209,0
3116,Cc1c(F)cccc1-n1c(C)nc2ccccc2c1=O,239.9901597,0
3117,Cc1c(Br)cccc1-n1c(C)nc2ccccc2c1=O,399.9914949,0
3118,Cc1c(I)cccc1-n1c(C)nc2ccccc2c1=O,329.9938596,0
3119,CCc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1C,660.0596445,0
3120,Cc1nc2ccccc2c(=O)n1-c1ccccc1F,389.9938645,0
3121,Cc1ccccc1-n1c(C=Cc2cccnc2)nc2ccccc2c1=O,450.0026518,0
3122,O=c1c2ccccc2nc(C=Cc2cccnc2)n1-c1ccccc1Cl,1199.94664,0
3123,Cc1c(Cl)cccc1-n1c(CCN2CCCCC2)nc2ccccc2c1=O,89.99835043,0
3124,CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,3419.914602,1
3125,CCc1nc2ccccc2c(=O)n1-c1ccccc1C,679.9794199,0
3126,CCOP(=S)(OCC)Oc1ccc(S(N)(=O)=O)cc1,19.9970493,-1
3127,CN1C(=O)/C(=N\NC(N)=S)c2ccccc21,3999.931706,1
3128,CCCCNP1(=O)OCc2ccccc2O1,49.99854914,-1
3129,CCN(CC)P1(=O)OCc2ccccc2O1,49.99854914,-1
3130,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,2299.981129,1
3131,Cc1nc2ccccc2c(=O)n1C(C)Cc1ccccc1,2999.407232,1
3132,Cc1nc2ccccc2c(=O)n1C(C)CCc1ccccc1,2000.123126,1
3133,Cc1cc(Cl)ccc1-n1c(C)nc2ccccc2c1=O,229.9951536,0
3134,Cc1cccc(-n2c(C)nc3ccccc3c2=O)c1C,199.993947,0
3135,COc1c(Cl)ccc(Cl)c1C(=O)O,1189.951546,0
3136,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1265.20432,0
3137,NC(=S)c1c(Cl)cccc1Cl,499.9830175,0
3138,CC(C)N(C(=O)CCl)c1ccccc1,289.9972602,0
3139,c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,409.9780678,0
3140,CCCCN(CCCC)CCNC(=O)c1c(O)c2ccccc2oc1=O,1199.820227,0
3141,CCCC(=O)Nc1c(I)cc(I)c(C=C(CC)C(=O)O)c1I,2690.004209,1
3142,CCCCCCCCOC(=O)COc1ccc(Cl)cc1Cl,1199.801954,0
3143,N#Cc1c(F)c(F)c(C#N)c(Cl)c1F,40.00018474,-1
3144,CCCSC(=O)N(CCC)CCC,1219.994,0
3145,Clc1cccc(C(Cl)(Cl)Cl)n1,709.9723264,0
3146,CNC(=O)Nc1nc2ccccc2s1,999.9614007,0
3147,O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)O)cc1,12749.31952,1
3148,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)cc2)cc1,7899.846418,1
3149,CC(C)NC(=O)C(C)OC(=O)Nc1cccc(Cl)c1,2299.97577,1
3150,CCC1(O)CCCCC1,1299.949305,0
3151,Oc1c(Cl)cc(Cl)cc1Cc1cc(Cl)cc(Cl)c1O,499.9748529,0
3152,Cc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1,709.9774725,0
3153,CCN(CCBr)Cc1cccc2ccccc12,456.9843615,0
3154,CC(C)(C)c1cc(O)ccc1O,999.9999999,0
3155,CN1CCN(C(=O)CC(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,609.9274789,0
3156,O=[N+]([O-])c1ccc(C(O)C(CO)N=Cc2ccc(N(CCCl)CCCl)cc2)cc1,3999.754728,1
3157,N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N,13719.27765,1
3158,CC1(C)COC1=O,316.0094689,0
3159,CCN(CC)CCOc1ccc(C(C)=NO)cc1,499.9960057,0
3160,CC(=NO)c1ccc(Cl)cc1,1999.988208,0
3161,CC(=NO)c1cccs1,1199.957505,0
3162,CNC(=O)OCc1ccc(Cl)c(Cl)c1,1619.986158,0
3163,CCOC(=O)C1CCCCC12NC(=O)NC2=O,5000.020809,1
3164,CN1CCN(C2=Nc3ccccc3Nc3ccccc32)CC1,145.0069428,0
3165,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,55.99468835,0
3166,CN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,599.9263181,0
3167,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,270.0018528,0
3168,CN1CCN(C2=Nc3ccccc3Cc3ccc(Cl)cc32)CC1,179.9762464,0
3169,CCOP(=O)(OCC)Oc1ccc(S(N)(=O)=O)cc1,21.99999999,-1
3170,NC(=O)COc1ccc(Cl)cc1Cl,299.9931836,0
3171,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,999.9656071,0
3172,CC1SC(=S)N(c2ccccc2)C1=O,1124.889174,0
3173,CC1SC(=S)NC1=O,174.9714722,0
3174,CCC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(=O)CC)CCC34)C2CC1,1999.752927,0
3175,NC(=O)NC(O)C(Cl)(Cl)Cl,1849.964326,0
3176,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,6.199445967,-1
3177,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,2.499914516,-1
3178,Nc1nnc(-c2ccncc2)s1,500.0,0
3179,C=C1OC(CO)(n2cnc3c(N)ncnc32)C(O)C1O,2499.946288,1
3180,COC(=O)c1ccccc1-n1c(C)nc2ccccc2c1=O,879.9700987,0
3181,O=C1CNC(=S)N1c1ccccc1,154.9975812,0
3182,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,749.9796819,0
3183,O=C(O)COc1c(I)cc(I)c(O)c1I,3150.023083,1
3184,Oc1ccc(I)cc1I,2999.956635,1
3185,O=C(O)c1c(I)cc(I)cc1I,1299.997398,0
3186,CCCCCCCCCN,1999.944164,0
3187,CCCCCCCCCCCCCCN,743.968624,0
3188,CCCCCCCCCCCCCCCCCN(C)C,1249.806026,0
3189,CCCCCCCN(C)C,1999.944164,0
3190,CC(=O)Nc1ccc(S(=O)(=O)NCCOC(=O)CI)cc1,579.9972789,0
3191,CC1(CCO)CCOCO1,4549.813254,1
3192,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(S(C)(=O)=O)cc2)C1=O,267.0186533,0
3193,CCCCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,1000.014542,0
3194,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,600.040036,0
3195,Cc1cccc(C)c1OCCNC1=NCCN1,999.9785693,0
3196,CC(C)c1ccc2ccccc2c1,5299.844356,1
3197,CCC(C)(O)C#CBr,531.9969947,0
3198,C#CC(C)O,29.99957202,-1
3199,S=C(c1ccccc1)N1CCOCC1,2499.903523,1
3200,Oc1ccccc1C(=S)N1CCOCC1,2249.929467,1
3201,Oc1ccccc1C(=S)N1CCCCC1,1799.959335,0
3202,CNC(=O)Oc1cc(C)c(SC)c(C)c1,25.19966449,-1
3203,C#CC(C)(O)C(O)c1ccccc1,709.9798533,0
3204,Brc1nc(Br)c(Br)[nH]1,40.00039372,-1
3205,COc1cc(C(=O)C(C)O)ccc1O,4999.949029,1
3206,O=c1[nH]c(=O)c2ccccc2o1,999.9877392,0
3207,N#Cc1ccccc1Br,300.0000002,0
3208,SCc1ccccn1,599.9712452,0
3209,CN(C)CCN(Cc1ccccc1)c1ccccc1,324.9910567,0
3210,CCOP(=S)(OCC)SCC(N)=O,16.00065764,-1
3211,CN(C)CCC=C1c2ccccc2CCc2ccc(Cl)cc21,209.9622905,0
3212,CCCCCOc1ccccc1,2199.892846,1
3213,CC(=O)Nc1ccc(C)cc1C,1300.000001,0
3214,CC(=O)Nc1cc(C)ccc1C,1290.000001,0
3215,C=CCSSSCC=C,99.97364697,0
3216,O=c1ccc2cc(Cl)ccc2o1,355.0,0
3217,CN(C)c1ccc(N)cc1,29.99823783,-1
3218,CCN(CC)Cc1cccnc1,444.9945819,0
3219,C[N+]1([O-])CCCC1c1ccc[n+]([O-])c1,224.9953664,0
3220,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,611.9820233,0
3221,Clc1ccccc1CNCCNCc1ccccc1Cl,647.9161812,0
3222,Clc1ccccc1CNCCCNCc1ccccc1Cl,647.0660479,0
3223,Clc1ccccc1CNCCCCNCc1ccccc1Cl,374.0066526,0
3224,Clc1ccccc1CNCCCCCCNCc1ccccc1Cl,189.9750376,0
3225,Clc1ccccc1CNCCCCCCCNCc1ccccc1Cl,525.0345964,0
3226,Clc1ccccc1CNCCCCCCCCCNCc1ccccc1Cl,1092.922203,0
3227,Clc1ccccc1CNCCCCCCCCCCCNCc1ccccc1Cl,2072.080885,1
3228,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,270.0133474,0
3229,CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1,230.0235197,0
3230,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,104.3493005,0
3231,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,431.9422415,0
3232,CC(C)(O)C#CBr,899.9779154,0
3233,CN1CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1,5000.019589,1
3234,COc1ccc(COC(O)CO)c2nc3cccc(C(=O)O)c3nc12,799.993029,0
3235,Cc1c(Cl)ccc(Cl)c1Cl,2000.245554,1
3236,C1=C(CNC2CCc3ccccc32)CCC(CNC2CCc3ccccc32)C1,897.8650198,0
3237,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,37.99586216,-1
3238,CC(=O)c1ccc(OCCN2CCCCC2)cc1,1499.951482,0
3239,C=CCOc1ccc(C(C)=O)cc1,1999.943249,0
3240,CCOP(=S)(Oc1ccc(S(=O)(=O)N(C)C)cc1)N(C)C,89.99540314,0
3241,CCOP(=S)(OCC)OC(=CCl)c1ccc(Cl)cc1Br,62.00118064,0
3242,CCOC(=O)CSP(=O)(OC)OC,314.0055035,0
3243,C=CCOc1ccc(C(=O)CC)cc1,1999.978976,0
3244,CCc1ccc(C(C)=NO)cc1,1999.999999,0
3245,CC(=NO)c1ccc(C)cc1,1999.959785,0
3246,ON=Cc1ccc2c(c1)OCO2,2000.02422,1
3247,CC(C)(c1ccccc1)c1cc(CN2CCCCC2)c(O)c(CN2CCCCC2)c1,329.9886377,0
3248,OCC[Hg]Cl,16.49976522,-1
3249,Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)O)cc1Cl,11999.33124,1
3250,CNCC(=O)NC(CO)C(=O)NC1C(C(N)=O)OC(n2ccc(N)nc2=O)C(O)C1O,70.9988791,0
3251,COC(=O)C(Cl)C(C)(O)P(=O)(OC)OC,155.0,0
3252,C=C[Si]12OCCN(CCO1)CCO2,1749.930453,0
3253,Nc1nc(-c2ccc(Cl)cc2)cs1,299.987185,0
3254,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,12.2,-1
3255,NC(=S)N/N=C/c1cccnc1,199.993342,0
3256,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2829.0,1
3257,CN(C)CC(O)COc1cccc2ccccc12,184.9984919,0
3258,C=C(C)C1CC=C(C=O)CC1,1719.988549,0
3259,CCNC(=N)N=C(N)N,999.9458063,0
3260,NC(=O)OCCCl,950.0076905,0
3261,Cc1cccc(N(N=O)c2ccccc2C(=O)O)c1C,999.9704013,0
3262,CCCC[Ge](Cl)(CCCC)CCCC,1280.04123,0
3263,OCCOc1cc(Cl)c(Cl)cc1Cl,1319.994535,0
3264,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,5999.616818,1
3265,c1ccc(CSSCc2ccccn2)nc1,700.0676388,0
3266,CP(=O)(c1ccccc1)c1ccccc1,839.9611506,0
3267,CC1(c2ccccc2)C(=O)c2ccccc2C1=O,3199.864562,1
3268,COc1cc2oc(N)nc2cc1Cl,1599.927496,0
3269,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,7889.718532,1
3270,CC(=O)c1ccccc1Cl,879.9658458,0
3271,O=Cc1ccc(O)c(O)c1O,2194.985756,1
3272,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,180.0156127,0
3273,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,159.9825133,0
3274,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,1093.2934,0
3275,CCC(O)C(C)(C)CO,5999.863846,1
3276,NC(=O)NCCc1ccccc1,2259.889898,1
3277,ON=Cc1ccc(Br)s1,1799.965058,0
3278,OCC1(CO)CC=CCC1,1750.024615,0
3279,Nc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,1699.957719,0
3280,C[As](=O)(O)O,853.1600944,0
3281,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,409.9928728,0
3282,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,899.9806197,0
3283,C1CCC(CNCC2CC3CCC2CC3CNCC2CCCCC2)CC1,649.9459283,0
3284,COc1cc2c(cc1O)CC1c3c(cc(OC)c(OC)c3-2)CCN1C,449.9907731,0
3285,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,7799.957983,1
3286,COc1ccc(C=NO)cc1OC,999.9944807,0
3287,COc1cccc(C=NO)c1O,1999.952143,0
3288,CCN(CC)CCOc1ccccc1C(C)=O,999.970255,0
3289,CCCCCCCCCCCCOc1ccc(C(C)=O)cc1,2000.170787,1
3290,c1ccc(Oc2cccnc2)cc1,399.9789721,0
3291,CCC1(CCl)COC1,449.9799415,0
3292,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,740.0454145,0
3293,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1coc2ccccc2c1=O,800.0754412,0
3294,CCC(C)C(Cl)(CC)C(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],107.9996868,0
3295,CC(=O)CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,199.9962169,0
3296,CCNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccccc12,750.0070983,0
3297,NC(Cc1ccccc1CN(CCCl)CCCl)C(=O)O,31.99679234,-1
3298,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,351.9437584,0
3299,NC(=S)c1ccncc1,1249.954775,0
3300,CC(=O)Nc1c(C)cccc1C,620.0,0
3301,CC(=O)Nc1ccc(C)c(C)c1,1030.0,0
3302,CCN(CC)c1ccc(N)cc1,199.9975646,0
3303,C=CC(=O)NC(C)C,418.9999998,0
3304,N=C(N)NCc1ccccc1,124.9941351,0
3305,C(=NC1CCCCC1)c1ccccc1,3249.895883,1
3306,CCSC(=O)N1CCCCCC1,529.9773636,0
3307,c1ccc([As](O[As](c2ccccc2)c2ccccc2)c2ccccc2)cc1,12.00083497,-1
3308,CCCCOCC(O)COCCCC,3650.000003,1
3309,O=C(O)C1C(C(=O)O)C(C(=O)O)C(C(=O)O)C(C(=O)O)C1C(=O)O,6900.079256,1
3310,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,4.99942681,-1
3311,C(COCC1CO1)OCC1CO1,459.9841553,0
3312,O=C(COc1ccc(Cl)cc1)Oc1ccccc1C(=O)O,1.424995353,-1
3313,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,5009.087847,1
3314,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,16898.57575,1
3315,NC(=S)c1ccccc1,94.9951534,0
3316,Clc1ccccc1CNCCCCCNCc1ccccc1Cl,330.980215,0
3317,Clc1ccccc1CNCCCCCCCCNCc1ccccc1Cl,524.9973311,0
3318,Clc1ccccc1CNC1CCC(NCc2ccccc2Cl)CC1,549.9515594,0
3319,CCC(COC(=O)c1ccccc1C(=O)OCC(CC)CC(C)C)CC(C)C,26002.39653,1
3320,NNC(=S)NN,5.999773915,-1
3321,Clc1ccccc1N1CCN(CCOc2ccccc2)CC1,199.9798001,0
3322,CC[Hg]OP(=O)(O)O,48.00029394,-1
3323,CCC=CC1(CC)C(=O)NC(=O)NC1=O,319.9954339,0
3324,C(OCC1CO1)C1CO1,169.9960814,0
3325,OCC1OC(n2cnc3c(=S)nc[nH]c32)CC1O,1699.94931,0
3326,COP(=O)(OC)c1ccccc1,499.9811977,0
3327,CCCCCCCCC#N,2058.970426,1
3328,CN(C)CCN1Cc2ccccc2Nc2cc(Cl)ccc21,274.9808661,0
3329,COc1cc2c(c(O)c1OC)CNCC2,959.9770606,0
3330,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,130.0009233,0
3331,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,20.00000002,-1
3332,S=C=NCCc1ccccc1,699.9785602,0
3333,CCCCCCCCCC(=O)NO,7199.884668,1
3334,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,3699.977227,1
3335,CC1(c2ccc(F)cc2)NC(=O)N(CCO)C1=O,2399.952426,1
3336,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1,3470.258037,1
